PLAYER_ID,PLAYER_NAME,TEAM_ID,GP,MIN,PTS,AST,REB,STL,BLK,TOV
1641749,Keyontae Johnson,1610612760,4,46.23,16,2,4,2,1,1
1641718,Keyonte George,1610612762,5,112.45,52,18,7,3,2,8
203920,Khem Birch,1610612759,1,10.783333333333333,0,2,4,0,1,2
203114,Khris Middleton,1610612749,1,11.783333333333333,5,5,1,0,0,0
1630165,Killian Hayes,1610612765,3,68.81666666666666,37,12,3,6,1,3
1630184,Kira Lewis Jr.,1610612762,4,78.17333333333333,33,8,7,4,0,5
202691,Klay Thompson,1610612744,5,102.06666666666666,44,6,20,0,1,7
1641738,Kobe Brown,1610612746,4,77.1,28,4,12,4,4,5
1641723,Kobe Bufkin,1610612737,5,95.2,36,9,14,1,1,6
1627739,Kris Dunn,1610612762,5,76.06666666666666,40,14,11,8,2,6
1631200,Kris Murray,1610612757,4,76.75,23,6,15,5,2,3
204001,Kristaps Porziņģis,1610612738,4,92.42,62,1,30,2,4,9
203937,Kyle Anderson,1610612750,4,77.53333333333333,15,19,7,1,2,7
1628398,Kyle Kuzma,1610612764,2,43.733333333333334,41,5,8,0,0,7
200768,Kyle Lowry,1610612755,3,56.85,14,10,5,1,0,4
202681,Kyrie Irving,1610612742,2,40.516666666666666,19,13,9,2,2,2
1630163,LaMelo Ball,1610612766,4,88.13333333333334,61,19,17,5,1,9
1630205,Lamar Stevens,1610612763,4,60.28333333333333,30,1,18,2,1,4
1641805,Landers Nolley II,1610612740,1,4.8,2,0,0,0,0,0
1628374,Lauri Markkanen,1610612762,4,83.75,67,3,32,2,2,5
2544,LeBron James,1610612747,3,56.483333333333334,41,13,11,1,1,6
1631159,Leonard Miller,1610612750,5,67.98333333333333,39,3,24,4,4,9
1631311,Lester Quinones,1610612744,4,46.083333333333336,22,7,8,1,1,4
1629623,Lindell Wigginton,1610612749,3,51.516666666666666,5,8,7,4,2,7
1630322,Lindy Waters III,1610612760,4,47.708333333333336,31,3,11,2,0,1
1629022,Lonnie Walker IV,1610612751,4,75.95,61,4,8,6,1,4
1629652,Luguentz Dort,1610612760,4,87.57666666666667,49,3,11,1,0,3
1629029,Luka Dončić,1610612742,3,40.833333333333336,52,8,10,2,0,6
1630568,Luka Garza,1610612750,5,74.78333333333333,66,7,21,2,2,4
1629677,Luka Samanic,1610612762,5,46.6,16,4,11,3,1,4
1628379,Luke Kennard,1610612763,4,73.85,23,8,6,0,1,3
1628436,Luke Kornet,1610612738,4,59.083333333333336,13,7,10,0,2,4
1630644,Mac McClung,1610612753,3,30.25,16,3,5,2,1,2
1630588,Makur Maker,1610612761,1,8.45,4,1,3,1,0,0
1630201,Malachi Flynn,1610612765,4,77.1,30,15,20,2,1,6
1631103,Malaki Branham,1610612759,5,103.23666666666666,53,8,11,4,2,5
1627763,Malcolm Brogdon,1610612757,2,29.866666666666667,15,3,7,1,0,6
1630608,Malcolm Cazalon,1610612765,2,26.616666666666667,16,4,3,1,0,2
1630792,Malcolm Hill,1610612740,2,13.716666666666667,7,1,1,0,1,1
1627736,Malik Beasley,1610612749,5,112.32166666666667,61,10,13,4,0,3
1628370,Malik Monk,1610612758,5,99.76666666666667,47,21,8,4,2,12
1630699,MarJon Beauchamp,1610612749,5,99.295,55,11,25,4,1,9
1631204,Marcus Sasser,1610612765,4,75.28333333333333,42,15,13,0,1,7
203935,Marcus Smart,1610612763,1,24.35,11,6,1,1,0,2
1631109,Mark Williams,1610612766,4,91.15,37,6,31,4,4,4
1628365,Markelle Fultz,1610612753,3,59.4,27,13,11,2,0,4
202693,Markieff Morris,1610612742,2,13.75,7,2,1,1,1,0
1641806,Markquis Nowell,1610612761,3,22.3,4,5,2,1,1,4
1629716,Marques Bolden,1610612766,3,33.935,5,0,11,1,2,4
1628963,Marvin Bagley III,1610612764,4,71.64833333333333,49,4,24,1,0,1
203486,Mason Plumlee,1610612746,3,37.583333333333336,15,5,13,3,2,6
1629680,Matisse Thybulle,1610612757,3,52.05,16,3,4,4,3,1
1630562,Matt Hurt,1610612763,2,25.833333333333332,3,1,3,2,0,2
1630346,Matt Ryan,1610612740,4,53.43333333333333,18,8,11,1,0,2
1630571,Matthew Mayer,1610612745,1,3.7,3,0,2,0,0,0
1631108,Max Christie,1610612747,6,132.45,48,7,17,3,1,9
1641972,Max Heidegger,1610612741,1,5.416666666666667,1,0,0,0,0,0
1629622,Max Strus,1610612739,3,66.7,23,8,10,4,0,8
1628467,Maxi Kleber,1610612742,4,51.5,9,0,10,0,0,1
1641721,Maxwell Lewis,1610612747,6,79.51666666666667,30,9,5,1,1,10
1630695,Micah Potter,1610612762,1,14.716666666666667,8,0,3,0,0,1
1628969,Mikal Bridges,1610612751,3,68.25,42,6,10,1,0,6
201144,Mike Conley,1610612750,3,43.083333333333336,14,8,4,3,0,5
203488,Mike Muscala,1610612760,3,54.516666666666666,26,3,12,3,2,1
1630540,Miles McBride,1610612752,4,86.88333333333334,43,17,6,6,0,6
1641936,Miles Norris,1610612737,3,18.416666666666668,2,3,4,2,0,1
1629011,Mitchell Robinson,1610612752,4,88.96666666666667,42,1,32,7,4,1
1628964,Mo Bamba,1610612755,3,37.94833333333333,7,1,10,1,0,2
1629021,Moritz Wagner,1610612753,3,45.79833333333333,36,2,7,3,0,3
1629650,Moses Brown,1610612757,4,46.416666666666664,15,1,17,2,4,4
1630541,Moses Moody,1610612744,5,102.665,66,4,18,3,1,8
1631338,Mouhamadou Gueye,1610612761,3,30.483333333333334,14,3,11,2,1,3
1631243,Mouhamed Gueye,1610612737,5,61.35,27,6,14,3,1,6
1631217,Moussa Diabaté,1610612746,3,47.016666666666666,19,0,17,3,4,2
1628539,Mychal Mulder,1610612763,2,16.216666666666665,3,0,2,0,0,1
1626167,Myles Turner,1610612754,3,54.95,27,2,16,2,7,2
1630230,Naji Marshall,1610612740,3,54.75,12,5,6,7,0,7
1629642,Nassir Little,1610612756,5,104.38333333333334,30,7,16,3,0,1
1630207,Nate Hinton,1610612745,3,23.55,6,1,7,0,1,1
1631466,Nate Williams,1610612745,5,51.13333333333333,43,3,14,2,1,1
1630233,Nathan Knight,1610612752,2,8.383333333333333,4,1,1,0,1,0
1641877,Nathan Mensah,1610612766,4,15.666666666666666,9,0,5,0,0,1
1629675,Naz Reid,1610612750,4,72.56666666666666,66,6,19,4,1,5
1629674,Neemias Queta,1610612738,3,34.483333333333334,29,2,14,1,1,3
1629651,Nic Claxton,1610612751,3,63.92333333333333,27,4,13,2,6,5
1630208,Nick Richards,1610612766,4,85.18333333333334,39,2,33,0,3,6
1641733,Nick Smith Jr.,1610612766,4,57.45,31,4,12,1,0,7
1629638,Nickeil Alexander-Walker,1610612750,4,78.4,28,7,9,3,3,2
201587,Nicolas Batum,1610612755,3,40.166666666666664,13,1,7,2,0,1
203999,Nikola Jokić,1610612743,4,87.50333333333333,66,19,32,6,2,8
1631107,Nikola Jović,1610612748,3,56.8,21,4,9,0,2,6
202696,Nikola Vučević,1610612741,4,99.68333333333334,55,8,28,3,2,9
