game_id,period,start_event,end_event,start_time,end_time,home_lineup,away_lineup,home_3pt_made,home_points,home_assists,home_def_rebounds,home_fouls,home_2pt_made,home_turnovers,home_ft_made,home_off_rebounds,away_def_rebounds,away_2pt_made,away_points,away_assists,away_3pt_made,away_steals,away_fouls,away_blocks,away_off_rebounds,duration,home_steals,away_turnovers,home_blocks,away_ft_made
0022301170,1,97,98,3:19,3:19,"('Alex Len', 'Colby Jones', 'Davion Mitchell', 'Sasha Vezenkov', 'Trey Lyles')","('Herbert Jones', 'Jonas Valančiūnas', 'Jose Alvarado', 'Trey Murphy III', 'Zion Williamson')",,,,,,,,,,,,,,,,,,,0,,,,
0022301170,1,98,109,3:19,2:55,"('Alex Len', 'Davion Mitchell', ""De'Aaron Fox"", 'Sasha Vezenkov', 'Trey Lyles')","('Herbert Jones', 'Jonas Valančiūnas', 'Jose Alvarado', 'Trey Murphy III', 'Zion Williamson')",,,,,,,1.0,,,,1.0,2.0,,,1.0,,,,24,,,,
0022301170,1,109,113,2:55,2:55,"('Alex Len', 'Davion Mitchell', ""De'Aaron Fox"", 'Sasha Vezenkov', 'Trey Lyles')","('CJ McCollum', 'Herbert Jones', 'Jonas Valančiūnas', 'Jose Alvarado', 'Trey Murphy III')",,,,,,,,,,,,,,,,,,,0,,,,
0022301170,1,113,130,2:55,1:12,"('Alex Len', 'Davion Mitchell', ""De'Aaron Fox"", 'Sasha Vezenkov', 'Trey Lyles')","('CJ McCollum', 'Dyson Daniels', 'Jonas Valančiūnas', 'Jose Alvarado', 'Trey Murphy III')",,4.0,,1.0,2.0,2.0,,,,1.0,,1.0,,,,,,,103,,,,1.0
0022301170,1,130,140,1:12,0:30,"('Alex Len', 'Davion Mitchell', ""De'Aaron Fox"", 'Sasha Vezenkov', 'Trey Lyles')","('CJ McCollum', 'Dyson Daniels', 'Jeremiah Robinson-Earl', 'Jose Alvarado', 'Trey Murphy III')",1.0,5.0,,1.0,,,,2.0,,,,,,,,1.0,,,42,,1.0,,
0022301170,1,140,142,0:30,0:30,"('Davion Mitchell', ""De'Aaron Fox"", 'Keegan Murray', 'Sasha Vezenkov', 'Trey Lyles')","('CJ McCollum', 'Dyson Daniels', 'Jeremiah Robinson-Earl', 'Jose Alvarado', 'Trey Murphy III')",,,,,,,,,,,,,,,,,,,0,,,,
0022301170,1,142,172,0:30,10:42,"('Davion Mitchell', ""De'Aaron Fox"", 'Keegan Murray', 'Kessler Edwards', 'Trey Lyles')","('CJ McCollum', 'Dyson Daniels', 'Jeremiah Robinson-Earl', 'Jose Alvarado', 'Trey Murphy III')",1.0,6.0,,1.0,,,,3.0,,2.0,2.0,7.0,2.0,1.0,,1.0,,,108,,,,
0022301170,2,172,185,10:42,9:41,"(""De'Aaron Fox"", 'Keegan Murray', 'Keon Ellis', 'Kessler Edwards', 'Trey Lyles')","('CJ McCollum', 'Dyson Daniels', 'Jeremiah Robinson-Earl', 'Jose Alvarado', 'Trey Murphy III')",2.0,6.0,2.0,1.0,,,,,,1.0,,,,,,,,,61,,1.0,,
0022301170,2,185,186,9:41,9:41,"(""De'Aaron Fox"", 'Keegan Murray', 'Keon Ellis', 'Kessler Edwards', 'Trey Lyles')","('CJ McCollum', 'Jeremiah Robinson-Earl', 'Jose Alvarado', 'Trey Murphy III')",,,,,,,,,,,,,,,,,,,0,,,,
0022301170,2,186,203,9:41,8:27,"(""De'Aaron Fox"", 'Keegan Murray', 'Keon Ellis', 'Kessler Edwards', 'Trey Lyles')","('CJ McCollum', 'Herbert Jones', 'Jeremiah Robinson-Earl', 'Trey Murphy III')",,2.0,,,,1.0,,,,1.0,,6.0,2.0,2.0,,,,,74,1.0,1.0,,
